"run 2, alpha = .06",BRAF,NRAS,TP53,CDKN2A,C15orf23,STK19,OXA1L,ANKRD20A4,RPS27,PTEN,RAC1,TMEM216,ACSM2B,BAGE,LUZP2,SLC38A4,IDH1,PRB2,LCE1B,MRPS31,NOTCH2NL,C8A,HIST1H2AA,NRK,GRXCR1,RUNX1T1,TAF1A,RQCD1,PRB1,NAP1L2,MUM1L1,USP17L2,PRIM2,CDH9,PPP6C,VEGFC,RBM11,FUT9,HBD,NMS,TRAT1,TRIM58,MPP7,CTAGE6P,OR8D4,EMG1,ZNF99,SERPINB3,SPOCK3,HHLA2,CDK4,KLHL4,FRG2B,ELF5,ZNF98,GML,PDE1A,AREG,DDX3X,DMC1,PRB4,DEFB119,OR51S1,SNAP91,AGXT2,RERG,SPAG16,SPRR2G,STARD6,TMCO5A,CRB1,PARM1,DEFB118,LIN7A,ZMAT4,DEFB114,GRXCR2,VSNL1,UGT2A1,PSG4,ACD,POTEG,GK2,ZNF679,FABP2,MKX,TBC1D3B,DACH1,POTEM,HBG1,DEFB112,C3orf71,GNAI2,NDUFB9,HNF4G,MEOX2,EIF3D,PRSS48,TFEC,WDR12,TPTE2,FOLH1B,CLEC4E,UNC119B,KIAA1257,METTL7B,ARL16,HLA-DRA,NR1H4,TTN,OPN5,FAM19A1,RPAP1,CXCR2,CCK,CLEC14A,CERKL,SPANXN5,DPPA2,OR4N2,DAAM2,GZMA,SLC10A2,C4orf22,CSN3,MAP2K1,CLVS2,OR4N4,ABRA,MS4A2,CCDC28A,HSD11B1,OR52J3,LACRT,SSBP2,NMNAT3,PRR23B,ELMOD1,CYLC2,C1QTNF9,CADM2,TNP1,DCDC1,ACTC1,WDR65,ADAMTS2,SOX7,RBM46,PCDHB8,MNDA,MC2R,FGF16,CLCC1,C9,RAPGEF5,TCEB3C,CCDC54,QSOX2,SCGB1C1,TSPAN12,ELOVL4,CTNNB1,DSC3,PHGDH,IL5RA,RPGRIP1,GABRG1,SIGLEC14,KRT26,DEFB116,CPXCR1,XIRP2,THEMIS,LONRF2,PDHA2,DEFB110,UGT1A1,DGAT2L6,MYL2,RBM22,C2orf65,HRNR,ARID2,CCR2,DEFA4,AKAP11,GPR141,LRRC3B,ZNF454,SGCG,N4BP2,SDPR,NBPF7,NCR2,GPR20,CER1,APCS,EDN1,OR4M2,MYCL1,OR10G7,EIF1AX,SPINK13,TNFSF18,ZFX,C17orf67,GLRB,ACBD7,LRRC37A3,RGS18,DLGAP4,TACR3,GPR98,MUCL1,DYNLRB2,CDC20B,COPG2,COX7B2,FASLG,CCDC102B,SULT1E1,SPRR2D,MRPL54,SIRPB1,PRDM13,LIPE,TAS2R9,IGLL5,DSPP,SPRY3,PROS1,CNTN5,ZFP106,CLDN4,GCN1L1,LOC728819,RC3H2,TRHDE,UBE2J2,SLC14A1,ATF5,MUC7,PDCL2,APOB,ACMSD,FAM58A,ZNF711,RSPH6A,KEL,PDGFC,PRRG3,C16orf78,CD2,LRCH2,KRTAP17-1,SNCAIP,SETD1A,PENK,PHC2,CT62,WNT5A,KRTAP4-8,TREML4,DEFB121,IFT52,TAF7L,CPA3,C12orf43,SULT1B1,CRH,TLL1,KIAA1644,SIGLEC7,VPREB1,OR4F6,GPR65,C1orf51,CEACAM6,FAM65C,GRIN3A,DYDC1,KLHDC8A,COL5A2,CD86,NEU4,MAN1A1,GNG2,HS3ST4,MYH8,TAAR6,MCAM,KIR3DL2,ANXA10,CYP21A2,MT4,LECT2,SULT1C3,TANC2,FAM131B,FBXL6,C12orf76,UGT2B7,CLEC17A,PRKAA2,ZNF320,MYPOP,SLC30A10,NEUROD1,KRT78,CRHBP,CCNE1,DUSP22,CD300E,PRB3,COL4A4,OR5J2,CD96,KDM4B,ZNF716,GLIPR1L2,NKAIN3,PTPN22,DEFB115,ATP5F1,TRIM61,GPC5,HORMAD2,C19orf18,KRT77,TULP2,PEX5L,TMEM178,RNF217,C12orf59,REG3A,C12orf54,LOC649330,SPDYE4,LILRB4,TMPRSS11B,C12orf77,PCDP1,REG1B,FER1L6,HGF,CELSR2,EPPK1,STXBP5L,CCDC92,REG4,OR5H2,CABP5,C7orf34,ROPN1L,DSG3,TENC1,NECAB1,GAGE10,RGPD3,RBMS1,KHDC1,NOP10,FHL1,CRCT1,GAS2,GALNTL5,MOG,FAM155A,OR5H14,DMBX1,FAM53C,RP1,FRG1,RALGPS2,SELP,LIPH,STARD4,ALDH1A1,VPS13C,ATG2B,DHRS9,KCNJ9,AVPR1A,TMEM14B,LANCL1,HOXB6,GCG,C11orf24,FGF12,TNFRSF8,ADH1A,IGHMBP2,CLEC2B,OR10AG1,C18orf26,HTN1,CLCN3,MAP3K11,SERPINA10
AREG,0.580360217,0.511633165,0.50476263,0.5040598,0.500082685,0.505568173,0.504996469,0.493782917,0.501329163,0.504694321,0.500378492,0.506495197,0.498598473,0.515899209,0.495884097,0.495204313,0.504383277,0.505501456,0.503032231,0.497501102,0.502511766,0.499231045,0.495863048,0.493770194,0.499964999,0.50012261,0.506919894,0.498772106,0.508780988,0.499276241,0.502840652,0.495070294,0.504533191,0.500027995,0.500906528,0.499318404,0.498858094,0.499590182,0.504136028,0.499305299,0.499881069,0.496707413,0.497126986,0.497366382,0.499368899,0.496634684,0.509781774,0.498818284,0.499255093,0.497703427,0.500211993,0.493877112,0.499894978,0.498030494,0.503753795,0.499355949,0.498053898,0.500087766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDX3X,0.56821027,0.510850108,0.496649937,0.496763137,0.491210663,0.497270149,0.496814918,0.485636282,0.493019411,0.496952445,0.492078244,0.498092085,0.490529569,0.507428135,0.488035948,0.484435801,0.49628846,0.497167098,0.494687506,0.489489996,0.494387738,0.491086312,0.487995588,0.486966403,0.491706189,0.491890128,0.498622633,0.490569796,0.499763877,0.491118838,0.494706347,0.487932028,0.496362762,0.492708019,0.492649969,0.491154043,0.490058829,0.491444115,0.495772954,0.491107279,0.491867158,0.488730383,0.489205378,0.489077649,0.491124057,0.480283527,0.501639035,0.490958745,0.491118876,0.490044968,0.491951791,0.485738305,0.491667934,0.489955733,0.4956211,0.49114374,0.489419252,0.491917686,0.490942553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMC1,0.57826381,0.508876254,0.502731862,0.502025998,0.498005007,0.503494176,0.502951334,0.491826095,0.499238326,0.502597514,0.498276313,0.504396456,0.496579685,0.513817856,0.493905785,0.49325975,0.502369919,0.5034246,0.500934395,0.495471683,0.50046614,0.49666507,0.493809895,0.491526999,0.497877531,0.498042741,0.505082238,0.496646778,0.506796663,0.494948668,0.500772912,0.493089506,0.502488911,0.498025365,0.498831338,0.49722926,0.494180769,0.497531276,0.502039282,0.497264484,0.497855447,0.49010871,0.495129817,0.495337016,0.497295411,0.494677904,0.507761529,0.496830181,0.49719581,0.495787878,0.498125287,0.491920246,0.497818867,0.495983305,0.501215127,0.497277741,0.496013695,0.498130209,0.490035403,0.497767726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRB4,0.576024054,0.511249523,0.500848042,0.500120587,0.496094767,0.501544403,0.500947531,0.490048907,0.497287621,0.500289659,0.496400592,0.502422626,0.494700119,0.511805324,0.492023835,0.491441081,0.500456942,0.501747954,0.498983536,0.49360121,0.498466071,0.494940766,0.492038636,0.489796588,0.495970863,0.496115181,0.502584301,0.494754525,0.50490718,0.495210098,0.498566372,0.491287249,0.500569018,0.496162844,0.496947582,0.495201584,0.49489793,0.495633105,0.50007939,0.495381051,0.495986819,0.492843916,0.493286149,0.493107315,0.495325909,0.492889482,0.5055824,0.494996702,0.498108611,0.493844875,0.49619939,0.49014007,0.495891892,0.494106955,0.499807477,0.495367123,0.494208541,0.496191316,0.487883887,0.494200879,0.495653756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFB119,0.580387716,0.511780694,0.50479084,0.504087836,0.500109614,0.50559841,0.505021958,0.493809508,0.501361679,0.504659465,0.500400792,0.506520098,0.498639471,0.515917005,0.495911283,0.495230987,0.50440208,0.505691806,0.503059829,0.497534931,0.502527726,0.499258824,0.495891798,0.493762848,0.499992718,0.500149026,0.506941018,0.498735896,0.508793869,0.499308037,0.502864325,0.495098007,0.504659238,0.500033251,0.500923942,0.499351385,0.499083669,0.499625463,0.504162122,0.499342422,0.499916728,0.496897207,0.497134464,0.497390939,0.499402737,0.496671222,0.509799312,0.499011882,0.499282273,0.497725954,0.500373061,0.49389283,0.499929287,0.498058377,0.503774705,0.49938535,0.498031805,0.500252259,0.491944131,0.498141664,0.496210749,0.500115845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR51S1,0.58015367,0.510906265,0.504402853,0.503626839,0.499654458,0.505136466,0.504335269,0.49339658,0.500898335,0.504499454,0.499998389,0.506049001,0.498194785,0.515439891,0.49577211,0.494827312,0.503525041,0.505092179,0.50259268,0.497094189,0.502087553,0.49798749,0.495460395,0.492554761,0.499538312,0.49971328,0.506286703,0.498285738,0.508526606,0.498904591,0.502248806,0.49385879,0.504110142,0.498906282,0.500537119,0.498901776,0.498443784,0.499483375,0.50369463,0.498947591,0.499470746,0.496302202,0.496722604,0.496958135,0.499480391,0.496236161,0.509547274,0.498413878,0.498397222,0.496893782,0.499519139,0.493505621,0.499554311,0.497634959,0.503420961,0.498928142,0.497604953,0.499777435,0.491549706,0.49769706,0.495827927,0.499812447,0.499604722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNAP91,0.575310113,0.506666573,0.499215394,0.498524404,0.494454014,0.499915738,0.499416981,0.48838001,0.495645029,0.499025573,0.494700375,0.502504579,0.492955079,0.510158734,0.490547665,0.489893254,0.498858751,0.499827274,0.497331451,0.490317898,0.496963018,0.49342085,0.490472958,0.486131578,0.494317517,0.494484409,0.501110263,0.493138849,0.50335467,0.49325324,0.497302308,0.489705809,0.498932879,0.494694094,0.495035831,0.493677194,0.493294325,0.49397977,0.498427853,0.493697994,0.494164941,0.491189904,0.491674591,0.49189775,0.493761649,0.491366487,0.503754664,0.493438338,0.493529978,0.492476536,0.49456352,0.488635208,0.494266368,0.492481348,0.498051109,0.493735257,0.492601894,0.494537488,0.486865678,0.492178599,0.490362232,0.494561875,0.494152467,0.49378085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGXT2,0.571388865,0.502204918,0.49548971,0.49473567,0.490543667,0.496089785,0.495612512,0.48477515,0.49262772,0.495764897,0.490777495,0.496877995,0.489277658,0.506359871,0.48675664,0.486116648,0.495085181,0.495794666,0.493420442,0.488169416,0.493143374,0.489762537,0.486631258,0.48513324,0.490396883,0.489786883,0.497413669,0.489255918,0.499664442,0.48980919,0.493432726,0.485951937,0.495141084,0.490915767,0.491361494,0.489911124,0.488428934,0.490131732,0.49452254,0.48959426,0.490590419,0.487212715,0.484172135,0.487930978,0.489699909,0.488308499,0.50051076,0.490246976,0.489843134,0.488790049,0.490679938,0.484874012,0.490350331,0.488640397,0.494392982,0.489829659,0.487303805,0.490620177,0.482496054,0.488695163,0.487030504,0.490623325,0.490244202,0.485546161,0.48950488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RERG,0.580017893,0.511140712,0.504304472,0.503613165,0.4996214,0.505117786,0.504540173,0.493353378,0.500859374,0.504190209,0.499907772,0.506025228,0.49814734,0.51542563,0.495447161,0.494773468,0.503928774,0.50503365,0.502565359,0.497051256,0.502050376,0.498773381,0.495422302,0.493323599,0.49950245,0.49936122,0.506455452,0.498268135,0.508329083,0.498818086,0.502385834,0.494634944,0.504079215,0.499592516,0.500430053,0.498862712,0.498400624,0.499134035,0.503667967,0.498845152,0.499449549,0.496276086,0.496393889,0.496758903,0.498909967,0.496193062,0.509329878,0.498377446,0.49879941,0.497274112,0.499749381,0.493443147,0.499432735,0.497578262,0.503297833,0.49889646,0.497989298,0.499737662,0.491505062,0.497661528,0.495735634,0.499773906,0.499316107,0.494111233,0.490023412,0.499574544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAG16,0.576720403,0.509295277,0.502189996,0.499886356,0.495821435,0.500529791,0.500818002,0.489823838,0.500451147,0.500548732,0.496133963,0.502198556,0.494524753,0.51156525,0.49194041,0.491251258,0.500096905,0.501103538,0.498767398,0.493415957,0.498366504,0.495053212,0.491889369,0.482654389,0.496063503,0.495917475,0.502524883,0.494348159,0.504944555,0.495119382,0.498518573,0.491109179,0.500389965,0.496138622,0.49668544,0.493813909,0.494709054,0.495432707,0.499861557,0.495089854,0.495789892,0.492673872,0.493071116,0.493292659,0.495186894,0.492642011,0.505641197,0.496492872,0.495100302,0.493807729,0.495972739,0.490152536,0.495002954,0.494263996,0.498397756,0.495197547,0.493452153,0.495974842,0.488121897,0.493966468,0.492180599,0.496001936,0.495599114,0.490639647,0.486929825,0.4955396,0.495390078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRR2G,0.580322755,0.511742204,0.504791051,0.504050238,0.500082229,0.505564977,0.505014274,0.493781436,0.501338786,0.504634108,0.500377884,0.506494683,0.498603174,0.515894458,0.495883105,0.495230311,0.504376341,0.505504324,0.503033448,0.497507087,0.502501059,0.499230792,0.495868152,0.493728617,0.499965259,0.500164265,0.506915695,0.498708407,0.508769721,0.49928014,0.502838586,0.495070222,0.504637563,0.500037207,0.500928781,0.499323847,0.498864061,0.499589671,0.504135988,0.499315022,0.499879824,0.496705925,0.497125364,0.497362935,0.499370078,0.496630536,0.509768147,0.498819292,0.499254836,0.497699964,0.500348571,0.493895932,0.499901837,0.498064521,0.503748426,0.499357788,0.498003252,0.500210624,0.49191886,0.498113846,0.496182922,0.50043797,0.499811118,0.494533945,0.490607855,0.499746508,0.495972373,0.500085003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARD6,0.579793102,0.511162263,0.503952988,0.503486929,0.49954192,0.50502948,0.50446622,0.493249371,0.500918121,0.504121792,0.499827917,0.50595098,0.498074116,0.515360047,0.495367964,0.494664519,0.503855716,0.504965684,0.502487947,0.496977718,0.501975164,0.498666875,0.495342025,0.493072432,0.499422542,0.499322081,0.506382726,0.498171974,0.508261329,0.498744973,0.500627524,0.494554562,0.503733833,0.499491599,0.500325332,0.498759432,0.498328242,0.499023498,0.503591626,0.498774079,0.499354292,0.496181831,0.496528477,0.496837356,0.498830002,0.496122939,0.509254251,0.498272964,0.498719706,0.497198459,0.49963625,0.493273427,0.499360563,0.497498156,0.503294912,0.49881614,0.497490126,0.499665495,0.49142582,0.497581457,0.495662784,0.499694267,0.499236396,0.494027884,0.49011275,0.499204094,0.495432607,0.499666433,0.499486916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMCO5A,0.580493784,0.511570141,0.504795845,0.504074986,0.500121845,0.505594235,0.505022018,0.493812533,0.501506229,0.504666824,0.500402821,0.506520155,0.49858921,0.515916753,0.495917535,0.495072073,0.504496456,0.505557986,0.503060625,0.497539928,0.502535272,0.499262723,0.495896418,0.493763479,0.500382376,0.500229751,0.506945233,0.498739062,0.509108106,0.499403556,0.502875094,0.495104484,0.504553516,0.500064578,0.500927361,0.499356185,0.498684716,0.499647251,0.50416308,0.499344891,0.499911387,0.496522254,0.497153487,0.49739981,0.499400105,0.49666365,0.509793217,0.498849182,0.499286348,0.497735208,0.500242623,0.493910248,0.499933015,0.498459324,0.503781217,0.499386947,0.498045316,0.500240422,0.491917543,0.49814667,0.496214715,0.500268329,0.499836164,0.494567076,0.490636861,0.49977637,0.496336194,0.500240879,0.499696442,0.500121226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRB1,0.582282862,0.51604851,0.507096394,0.504925809,0.501206354,0.505936485,0.505796788,0.494827535,0.502344302,0.505789817,0.501419321,0.507384582,0.499986519,0.51644797,0.497036425,0.496389971,0.505302454,0.506407349,0.504553136,0.497926984,0.503525667,0.500683945,0.497023448,0.494360609,0.501021395,0.501349561,0.507750335,0.49977597,0.509531787,0.500352447,0.50919166,0.496261912,0.505250352,0.501121953,0.501926049,0.500369953,0.499961737,0.500398576,0.505051326,0.500387008,0.508704806,0.497867335,0.497952811,0.498512215,0.500440227,0.497514716,0.510558785,0.501151463,0.502074074,0.499375556,0.50124099,0.495242801,0.500409201,0.49913884,0.504678606,0.500401817,0.498677273,0.501258345,0.493416147,0.499240711,0.499167859,0.501281751,0.500849593,0.495837388,0.491890313,0.50081055,0.497982583,0.501256718,0.500631062,0.501288626,0.501224753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARM1,0.580678361,0.511572865,0.504668261,0.502946916,0.499954643,0.504403903,0.504615595,0.49288518,0.501194802,0.504499956,0.500306606,0.506336955,0.498479789,0.515705965,0.495867833,0.49510475,0.504219485,0.505468769,0.502940848,0.49740018,0.502371505,0.499084685,0.494385982,0.493670939,0.499836878,0.499988933,0.506764598,0.498586306,0.510250027,0.499174833,0.502748572,0.494971029,0.504383693,0.499910537,0.50081494,0.499171141,0.498875132,0.499437183,0.504036668,0.499249177,0.499756445,0.496711278,0.497086691,0.497255995,0.499243701,0.496525263,0.509610913,0.498817655,0.499138817,0.49767514,0.499785883,0.493783391,0.499773993,0.497878842,0.503581822,0.499229389,0.497868038,0.500079062,0.491837378,0.497996657,0.49612537,0.500291598,0.499439349,0.494416944,0.490530938,0.499617252,0.495849119,0.500078479,0.499504639,0.500101787,0.501110294,0.499939065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
